,date,observer,station,latitude,longitude,row(0-3119),column(0-2599),altitude,temperature,penalty,location,distance
77,2018-01-01 00:00:00,1,17076,44.47,143.1083,183,1688,8,-7.38,0,興部（幸町）,5.326429434555399e-05
78,2018-01-01 00:00:00,1,17091,44.3317,142.935,200,1674,120,-10.77,0,東興,1.7297839728530533e-05
79,2018-01-01 00:00:00,1,17112,44.345,143.355,198,1708,16,-4.67,0,幸町,1.2829829858194461e-05
80,2018-01-01 00:00:00,1,17116,44.3033,143.4033,203,1712,18,-5.88,0,元紋別,0.0007594499532350113
81,2018-01-01 00:00:00,1,17166,44.2133,143.6183,214,1729,5,-6.81,0,錦町,1.89755705002023e-05
82,2018-01-01 00:00:00,1,17196,44.1767,143.0617,218,1684,165,-12.02,0,栄町,0.0003650219169135732
83,2018-01-01 00:00:00,1,17246,44.115,144.0367,226,1762,3,-6.61,0,常呂町岐阜,0.000548011832642343
84,2018-01-01 00:00:00,1,17306,44.0533,143.54,233,1723,80,-10.4,0,東町,3.4133528272927052e-06
85,2018-01-01 00:00:00,1,17316,44.0183,143.76,237,1740,54,-9.33,0,北,0.00014878970752552038
86,2018-01-01 00:00:00,1,17341,44.0167,144.2783,237,1782,38,-1.14,0,南８条東,5.392200557138672e-07
87,2018-01-01 00:00:00,1,17351,44.0517,144.9817,233,1838,144,-2.7,0,ウトロ高原,0.0003599125433273284
88,2018-01-01 00:00:00,1,17482,43.865,143.1533,256,1692,475,-5.47,0,東白滝,6.9915252099938205e-06
89,2018-01-01 00:00:00,1,17501,43.9167,143.5317,249,1722,199,-8.05,0,生田原,7.065334694448161e-05
90,2018-01-01 00:00:00,1,17521,43.7767,143.8417,266,1747,104,-4.57,0,広郷,0.0003347061405863583
91,2018-01-01 00:00:00,1,17531,43.88,144.1633,254,1773,33,-3.58,0,女満別中央,2.610325989012512e-07
92,2018-01-01 00:00:00,1,17546,43.8417,144.485,258,1798,52,-1.98,0,泉,0.00013873377823481206
93,2018-01-01 00:00:00,1,17561,43.885,144.7,253,1815,15,-4.27,0,以久科南,3.733760693861128e-05
94,2018-01-01 00:00:00,1,17596,43.7417,143.45,270,1715,325,-7.2,0,留辺蘂町大和,3.7393163197709415e-05
95,2018-01-01 00:00:00,1,17607,43.7067,143.6433,275,1731,184,-7.93,0,豊住,2.099653769132847e-05
96,2018-01-01 00:00:00,1,17631,43.77,144.1717,267,1773,60,-1.95,0,福住,1.5427377173144754e-05
97,2018-01-01 00:00:00,1,17717,43.7017,144.0333,275,1762,100,-2.5,0,旭町,1.3965165994106452e-05
98,2018-01-01 00:00:00,1,18038,44.0233,145.1867,237,1854,15,-3.13,0,緑町,2.4636435339709668e-05
99,2018-01-01 00:00:00,1,18136,43.6617,145.1317,280,1850,3,-1.7,0,北４条西,1.7168025248758931e-06
100,2018-01-01 00:00:00,1,18161,43.52,144.7467,297,1819,181,-2.84,0,上標津,0.00023104036654328003
101,2018-01-01 00:00:00,1,18171,43.5433,144.9783,294,1838,50,-2.16,0,大通南,1.0182290989064093e-06
102,2018-01-01 00:00:00,1,18174,43.5767,144.96,290,1836,65,-2.9,0,北中,0.00024701963383944405
103,2018-01-01 00:00:00,1,18256,43.3817,145.1183,314,1849,23,-2.21,0,別海,6.7203165865076655e-06
104,2018-01-01 00:00:00,1,18273,43.33,145.585,320,1886,25,-1.17,0,常盤町,1.5037364199763956e-06
105,2018-01-01 00:00:00,1,18281,43.3933,145.7583,312,1900,12,-0.51,0,豊里,0.0006467453383647196
106,2018-01-01 00:00:00,1,18311,43.2217,145.2267,333,1858,41,-2.6,0,姉別南（５線）,0.00018915576567288286
107,2018-01-01 00:00:00,1,19021,43.6167,144.4567,285,1796,158,-3.08,0,川湯駅前,1.7753393117281082e-05
108,2018-01-01 00:00:00,1,19051,43.51,144.4667,298,1797,170,-2.43,0,弟子屈原野,5.963334390129607e-05
109,2018-01-01 00:00:00,1,19076,43.4367,144.085,307,1766,450,-3.09,0,阿寒町阿寒湖温泉,0.00011436937667894224
110,2018-01-01 00:00:00,1,19151,43.2917,144.5867,324,1806,20,-1.07,0,標茶（南標茶）,2.2895229098921966e-05
111,2018-01-01 00:00:00,1,19191,43.2317,144.325,332,1785,38,-0.88,0,鶴居西,5.113819901652576e-06
112,2018-01-01 00:00:00,1,19261,43.1983,144.1417,336,1771,80,-1.49,0,阿寒町大正,0.0002621096618024839
113,2018-01-01 00:00:00,1,19311,43.12,145.11,345,1848,2,-2.21,0,榊町,7.390310791389094e-05
114,2018-01-01 00:00:00,1,19347,43.04,144.1917,355,1775,95,-1.34,0,鶴丘,8.163034651275256e-05
115,2018-01-01 00:00:00,1,19376,43.09,144.7783,349,1822,85,-1.18,0,太田３の通り,1.8716312006592432e-05
116,2018-01-01 00:00:00,1,19416,42.97,144.0617,363,1764,9,-1.36,0,茶路西１線西２線,7.089449409837031e-08
117,2018-01-01 00:00:00,1,19432,42.985,144.3767,361,1790,5,0.11,0,海運,2.6395750988951035e-06
118,2018-01-01 00:00:00,1,19451,42.9383,144.735,367,1818,149,-0.88,0,仙鳳趾村（知方学）,1.5442256827101384e-05
119,2018-01-01 00:00:00,1,20146,43.4683,143.7383,303,1739,207,-2.6,0,トマム,2.4128483061844584e-05
120,2018-01-01 00:00:00,1,20186,43.3667,143.1917,315,1695,540,-6.45,0,ぬかびら源泉郷,4.139163322844886e-05
121,2018-01-01 00:00:00,1,20266,43.235,143.3033,331,1704,295,-4.29,0,上士幌,0.00012409252030889776
122,2018-01-01 00:00:00,1,20276,43.2433,143.5533,330,1724,90,-2.85,0,北２条,1.013388289965997e-08
123,2018-01-01 00:00:00,1,20341,43.1317,143.6,344,1728,67,-3.35,0,新町,3.4939459507996137e-06
124,2018-01-01 00:00:00,1,20356,43.0767,142.84,350,1667,178,-4.75,0,栄町,4.715280115436032e-05
125,2018-01-01 00:00:00,1,20361,43.1033,142.995,347,1679,206,-4.0,0,柏ケ丘,0.00030514914569143656
126,2018-01-01 00:00:00,1,20371,43.05,143.1833,354,1694,112,-4.68,0,駒場北町,1.729884456811457e-05
127,2018-01-01 00:00:00,1,20421,42.9,143.0433,371,1683,90,-4.39,0,芽室南（４線）,5.126776382833367e-06
128,2018-01-01 00:00:00,1,20432,42.9217,143.2117,369,1696,38,-3.32,0,東２条南,3.268275308800425e-06
129,2018-01-01 00:00:00,1,20441,42.92,143.4583,369,1716,42,-3.93,0,東２条,2.095445249073145e-07
130,2018-01-01 00:00:00,1,20506,42.8083,143.6567,383,1732,20,-1.79,0,栄町,1.6711479569066813e-06
131,2018-01-01 00:00:00,1,20551,42.7333,143.2167,392,1697,149,-4.41,0,泉町,2.568058121006077e-05
132,2018-01-01 00:00:00,1,20556,42.7867,143.3283,385,1706,70,-3.73,0,五位,5.5833853914084115e-05
133,2018-01-01 00:00:00,1,20601,42.6417,143.0967,402,1687,251,-3.88,0,元札内西１線,1.007419971619113e-05
134,2018-01-01 00:00:00,1,20606,42.6517,143.195,401,1695,185,-4.09,0,更別,3.332797282699514e-05
135,2018-01-01 00:00:00,1,20631,42.6867,143.6467,397,1731,4,-2.71,0,大津,1.4647704956930772e-05
136,2018-01-01 00:00:00,1,20696,42.5,143.2733,419,1701,87,-2.81,0,大樹,5.3903064199812635e-06
137,2018-01-01 00:00:00,1,20751,42.2933,143.3167,444,1705,32,-0.93,0,並木通西,5.720154445041189e-07
138,2018-01-01 00:00:00,1,21111,42.73,141.8883,392,1591,20,-0.5,0,朝日,1.6082769043232053e-05
139,2018-01-01 00:00:00,1,21126,42.7617,142.1433,388,1611,56,-2.22,0,穂別,1.9525668117356334e-05
140,2018-01-01 00:00:00,1,21161,42.67,141.0783,399,1526,390,-0.78,0,大滝区本郷町,3.381639164218257e-05
141,2018-01-01 00:00:00,1,21171,42.63,141.2467,404,1539,170,-0.24,0,森野,0.0001806118502283839
142,2018-01-01 00:00:00,1,21187,42.6233,141.5467,405,1563,6,-0.4,0,しらかば町,2.5964669494003097e-05
143,2018-01-01 00:00:00,1,21226,42.59,140.6433,409,1491,4,4.03,0,大岸,2.9374058765493374e-05
144,2018-01-01 00:00:00,1,21261,42.5433,141.3517,414,1548,6,0.71,0,高砂町,1.3088413716104104e-05
145,2018-01-01 00:00:00,1,21276,42.59,141.9333,409,1594,10,0.01,0,青葉,0.00014679705517928968
146,2018-01-01 00:00:00,1,21297,42.475,140.8483,423,1507,3,3.41,0,館山下町,6.121155330880228e-05
147,2018-01-01 00:00:00,1,21312,42.4583,141.1183,425,1529,197,0.23,0,札内町,1.2488977888927878e-05
148,2018-01-01 00:00:00,1,21323,42.3117,140.975,442,1518,40,3.85,0,本町,1.10426760523567e-06
149,2018-01-01 00:00:00,1,22036,42.8767,142.4417,374,1635,280,-3.42,0,栄町西,4.036666977964955e-07
150,2018-01-01 00:00:00,1,22141,42.4967,142.0533,420,1604,47,-0.47,0,富川東,0.0003665119517292248
151,2018-01-01 00:00:00,1,22156,42.5433,142.3333,414,1626,60,-1.38,0,新和,2.3554792209972286e-05
152,2018-01-01 00:00:00,1,22241,42.3433,142.3617,438,1628,10,2.98,0,静内山手町,5.138859111087766e-06
153,2018-01-01 00:00:00,1,22291,42.245,142.6617,450,1652,10,0.98,0,三石美野和,0.00029063824620964725
154,2018-01-01 00:00:00,1,22306,42.2233,142.9483,453,1675,80,0.48,0,上杵臼,1.4725450557164064e-06
155,2018-01-01 00:00:00,1,22327,42.1617,142.7767,460,1662,37,2.64,0,大通,2.1948625248703246e-06
156,2018-01-01 00:00:00,1,22391,41.925,143.2433,489,1699,63,0.45,0,えりも岬,7.483340184576957e-05
157,2018-01-01 00:00:00,1,23031,42.5233,140.3817,417,1470,10,4.23,0,長万部（陣屋町）,2.250092876557617e-05
158,2018-01-01 00:00:00,1,23086,42.2517,140.2717,449,1461,8,3.8,0,末広町,4.112799673037281e-06
159,2018-01-01 00:00:00,1,23166,42.0667,140.5883,471,1487,125,2.67,0,姫川,0.0002732040733273466
160,2018-01-01 00:00:00,1,23206,41.905,140.97,491,1517,25,1.9,0,川汲町,3.507151245716551e-05
161,2018-01-01 00:00:00,1,23226,41.8867,140.6533,493,1492,25,4.49,0,細入,8.797123244431235e-05
162,2018-01-01 00:00:00,1,23232,41.8167,140.7533,501,1500,35,4.64,0,石川町,8.629959488302326e-05
163,2018-01-01 00:00:00,1,23281,41.77,140.8217,507,1505,34,4.43,0,志海苔町,4.44798464137737e-05
164,2018-01-01 00:00:00,1,23326,41.6867,140.445,517,1475,6,5.54,0,大平,2.867273856817734e-05
165,2018-01-01 00:00:00,1,23376,41.4233,140.0867,549,1446,30,3.07,0,建石,3.7574059015792904e-06
166,2018-01-01 00:00:00,1,24041,42.45,139.8517,425,1428,10,3.1,0,瀬棚区本町（６区）,3.390619117358288e-06
167,2018-01-01 00:00:00,1,24051,42.4283,140.0083,428,1440,19,3.07,0,今金（栄町）,1.4787261512445172e-05
168,2018-01-01 00:00:00,1,24101,42.2483,139.5567,450,1404,5,6.8,0,稲穂,0.000181489740858348
169,2018-01-01 00:00:00,1,24141,42.1283,139.985,464,1438,12,4.77,0,熊石雲石町,3.2593353273951788e-06
170,2018-01-01 00:00:00,1,24156,42.0717,139.4317,471,1394,49,4.54,0,米岡,0.00039053173815395447
171,2018-01-01 00:00:00,1,24201,41.93,140.3117,488,1464,53,4.04,0,鶉町,0.00017692957928403883
172,2018-01-01 00:00:00,1,24217,41.8667,140.1233,495,1449,4,3.87,0,姥神町,1.2780869691571847e-05
173,2018-01-01 00:00:00,1,31001,41.5267,140.9117,536,1512,14,4.44,0,大間（下手道）,1.2231830124960405e-06
174,2018-01-01 00:00:00,1,31111,41.2833,141.21,566,1536,3,2.69,0,昭和町,2.900660061793853e-06
175,2018-01-01 00:00:00,1,31121,41.235,141.3967,571,1551,6,3.88,0,小田野沢（焼山川目）,3.162208672929711e-06
176,2018-01-01 00:00:00,1,31136,41.18,140.4817,578,1478,30,1.46,0,今別（今別）,2.6236893645345455e-06
177,2018-01-01 00:00:00,1,31156,41.145,140.8217,582,1505,15,1.58,0,脇野沢（田ノ頭）,1.3558924784143211e-05
178,2018-01-01 00:00:00,1,31186,41.0567,140.3467,593,1467,20,2.04,0,相内（岩井）,6.505006482706557e-05
179,2018-01-01 00:00:00,1,31201,41.045,140.6333,594,1490,5,0.59,0,蟹田桂淵,7.62498706822133e-06
180,2018-01-01 00:00:00,1,31296,40.8083,140.4583,623,1476,9,1.61,0,一ツ谷,1.2845561283998239e-05
181,2018-01-01 00:00:00,1,31312,40.8217,140.7683,621,1501,3,1.4,0,茶屋町,6.197154734907308e-06
182,2018-01-01 00:00:00,1,31332,40.885,141.16,613,1532,14,0.91,0,木明,3.033029733977671e-05
183,2018-01-01 00:00:00,1,31336,40.885,141.2717,613,1541,80,0.59,0,倉内（笹崎）,2.338066765573496e-06
184,2018-01-01 00:00:00,1,31366,40.7767,140.205,626,1456,40,0.8,0,舞戸町（清滝）,4.269382913735557e-06
185,2018-01-01 00:00:00,1,31386,40.7333,140.6883,632,1495,198,-1.0,0,大谷,1.4165569061866015e-05
186,2018-01-01 00:00:00,1,31436,40.645,139.9317,642,1434,66,5.03,0,深浦（岡町）,4.861773111174071e-06
187,2018-01-01 00:00:00,1,31461,40.6117,140.455,646,1476,30,0.8,0,藤代,2.3989417888904602e-05
188,2018-01-01 00:00:00,1,31466,40.6667,140.585,639,1486,30,1.73,0,ぐみの木北,1.3225123061750028e-05
189,2018-01-01 00:00:00,1,31482,40.6483,140.8483,642,1507,890,0.23,0,荒川（南荒川山国有林酸ケ湯沢）,3.8134243555836345e-05
190,2018-01-01 00:00:00,1,31506,40.675,141.375,639,1549,39,1.84,0,松園町,8.988807475668979e-06
191,2018-01-01 00:00:00,1,31586,40.595,141.2467,648,1539,42,-0.41,0,相坂（長漕）,6.636098371007898e-05
192,2018-01-01 00:00:00,1,31602,40.5267,141.5217,656,1561,27,2.83,0,河原木（宇兵エ河原）,2.3925065228622978e-05
193,2018-01-01 00:00:00,1,31646,40.4817,140.62,662,1489,135,0.52,0,碇ヶ関古懸（向安田）,1.5660557994139747e-05
194,2018-01-01 00:00:00,1,31662,40.4267,140.8983,668,1511,414,-1.87,0,奥瀬（十和田湖畔休屋）,4.356099308869996e-06
195,2018-01-01 00:00:00,1,31721,40.3833,141.2567,674,1540,60,3.07,0,川守田（寺ノ沢）,3.43555123590343e-07
196,2018-01-01 00:00:00,1,32056,40.4133,139.9483,670,1435,34,3.89,0,八森（チコキ）,1.8555000117501496e-05
197,2018-01-01 00:00:00,1,32111,40.1983,140.0317,696,1442,6,1.19,0,若松町,6.8753531112975975e-06
198,2018-01-01 00:00:00,1,32126,40.2267,140.3717,692,1469,29,0.81,0,松葉町,3.9279347570802856e-07
199,2018-01-01 00:00:00,1,32136,40.2517,140.505,689,1480,49,-0.57,0,赤石（屋布南）,2.03579108652364e-06
200,2018-01-01 00:00:00,1,32146,40.215,140.7867,694,1502,123,-2.3,0,花輪（小沼）,2.4023058580826667e-06
201,2018-01-01 00:00:00,1,32181,40.1917,140.3717,696,1469,84,-0.28,0,脇神（からむし岱）,1.6129765080459006e-05
202,2018-01-01 00:00:00,1,32206,40.12,140.84,705,1507,214,-1.45,0,八幡平（湯瀬湯端）,4.4697947537738187e-07
203,2018-01-01 00:00:00,1,32266,40.0133,140.8017,718,1504,578,0.37,0,八幡平（トロコ沢）,1.943655920986554e-05
204,2018-01-01 00:00:00,1,32286,39.9117,139.9,730,1431,20,3.71,0,脇本脇本（乍木）,1.361867284002825e-06
205,2018-01-01 00:00:00,1,32287,40.0,139.95,719,1435,-3,3.17,0,大潟,1.714125412370852e-05
206,2018-01-01 00:00:00,1,32296,39.9383,140.115,727,1449,6,3.56,0,上樋口（下川原）,3.092175901314391e-06
207,2018-01-01 00:00:00,1,32311,39.9933,140.4033,720,1472,120,0.7,0,阿仁水無（上新町西裏）,6.086389135922079e-07
208,2018-01-01 00:00:00,1,32402,39.7167,140.0983,753,1447,6,1.8,0,八橋運動公園,1.0755186792595182e-06
209,2018-01-01 00:00:00,1,32407,39.7067,140.2867,755,1462,41,0.82,0,河辺三内（鳥海）,1.033902438889492e-05
210,2018-01-01 00:00:00,1,32451,39.615,140.2183,766,1457,93,0.48,0,雄和椿川（山籠）,7.747813535804535e-05
211,2018-01-01 00:00:00,1,32466,39.6033,140.5567,767,1484,56,0.62,0,角館町小勝田（柳田）,7.868473272689846e-07
212,2018-01-01 00:00:00,1,32476,39.6983,140.7317,756,1498,230,0.96,0,田沢湖生保内（宮ノ後）,3.14950286440803e-06
213,2018-01-01 00:00:00,1,32496,39.5267,140.2333,776,1458,20,0.01,0,雄和新波（本屋敷）,6.048235805090714e-07
214,2018-01-01 00:00:00,1,32551,39.49,140.495,781,1479,30,0.7,0,四ツ屋（中原野）,1.1929910500599908e-07
215,2018-01-01 00:00:00,1,32571,39.36,140.055,796,1444,11,3.02,0,三条（鉄炮野）,1.016853043295537e-06
216,2018-01-01 00:00:00,1,32581,39.305,140.2883,803,1463,117,2.28,0,東由利老方（西ノ浜）,3.984850030911894e-06
217,2018-01-01 00:00:00,1,32596,39.32,140.555,801,1484,59,1.21,0,卸町,3.5935574013463977e-06
218,2018-01-01 00:00:00,1,32616,39.255,139.9133,809,1433,7,4.28,0,金浦（塩焚浜）,1.0831696555583903e-05
219,2018-01-01 00:00:00,1,32626,39.235,140.1367,811,1450,46,2.25,0,矢島町城内（沖小田）,3.5042970866409556e-06
220,2018-01-01 00:00:00,1,32691,39.1867,140.4633,817,1477,74,2.01,0,境川,3.5074847285000594e-06
221,2018-01-01 00:00:00,1,32771,38.96,140.5283,844,1482,335,0.41,0,秋ノ宮（根木）,6.08671871618957e-06
222,2018-01-01 00:00:00,1,33006,40.4033,141.7,671,1575,70,-0.17,0,種市（第２１地割）,6.749329746930243e-05
223,2018-01-01 00:00:00,1,33026,40.3167,141.4733,681,1557,153,-0.95,0,軽米（第３地割）,4.092379179363151e-06
224,2018-01-01 00:00:00,1,33071,40.2983,141.2983,684,1543,87,1.61,0,金田一（海老田）,2.7201633273018993e-06
225,2018-01-01 00:00:00,1,33136,40.1483,141.5717,702,1565,290,-2.86,0,山形町川井,9.273330228577752e-06
226,2018-01-01 00:00:00,1,33146,40.1683,141.7483,699,1579,13,-0.84,0,小久慈町（第２１地割）,4.2973945249723665e-06
227,2018-01-01 00:00:00,1,33166,40.1033,141.05,707,1524,290,1.39,0,清水,1.7800399142018718e-05
